"article_id","title","description","link","timestamp","clicks","journal"
"10729","Is Australia Ready For Fentanyl?","Publication date: <pubdate>Available online 1 May 2018</pubdate><br><b>Source:</b>Science &amp;amp; Justice<br>     Author(s): Hugh E.   McKeown, Trevor J.   Rook, James R.   Pearson, Oliver A.H.   Jones<br><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS135503061730151X%26_version%3D1%26md5%3De965b78d517e8dba29ce0c0a8c9fb842","2018-05-03 19:47:12","43","Science and Justice"
"10730","A Preliminary Assessment of the Effect of Precrâ„¢ Dna Repair Treatment on Mixture Ratios in Two Person Mixtures","Publication date: <pubdate>Available online 19 April 2018</pubdate><br><b>Source:</b>Science &amp;amp; Justice<br>     Author(s): David   San Pietro, Franco   Tagliaro, Michael S.   Adamowicz<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">In this study, DNA extracted from known buccal samples was combined into two component mixture samples. These were subjected to UV exposure prior to their amplification with the Promega PowerPlex&reg; 16HS amplification kit, and subsequent capillary electrophoresis on the ABI 3130xl instrument. Damaged samples were subjected to enzymatic repair treatment and retested to assess the amount of repair. Data showed that there is fidelity associated with the application with profile concordance after its use, and a corresponding increase in the amount of recovered alleles post damage. Results also showed changes in the stochastic relationship between mixture components that appear to be induced by the repair process itself. The mixture ratios of DNA samples were altered from an approximate original 1:3 ratio, to a ratio of 1:2 or greater. This variation can have a significant effect regarding the ability to reliably de-convolute DNA mixtures that have been subjected to the repair process.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS1355030618301035%26_version%3D1%26md5%3D30245698712cff463eb5fa4679e84fd8","2018-05-03 19:47:12","39","Science and Justice"
"10731","Reply to Letter to the Editor: Response to â€œA Study of the Perception of Verbal Expressions of the Strength of Evidenceâ€","Publication date: <pubdate>Available online 17 April 2018</pubdate><br><b>Source:</b>Science &amp;amp; Justice<br>     Author(s): James   French, Eleanor   Arscott, Ruth   Morgan, Georgina   Meakin<br><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS1355030618300819%26_version%3D1%26md5%3D602638030143028cffbf5883169bf119","2018-05-03 19:47:12","30","Science and Justice"
"10732","&ldquo;i Couldn't Find It Your Honour, It Mustn't Be There!&rdquo; &ndash; Tool Errors, Tool Limitations and User Error in Digital Forensics","Publication date: <pubdate>Available online 17 April 2018</pubdate><br><b>Source:</b>Science &amp;amp; Justice<br>     Author(s): Graeme   Horsman<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">The field of digital forensics maintains significant reliance on the software it uses to acquire and investigate forms of digital evidence. Without these tools, analysis of digital devices would often not be possible. Despite such levels of reliance, techniques for validating digital forensic software are sparse and research is limited in both volume and depth. As practitioners pursue the goal of producing robust evidence, they face the onerous task of both ensuring the accuracy of their tools and, their effective use. Whilst tool errors provide one issue, establishing a tool's limitations also provides an investigatory challenge leading the potential for practitioner user-error and ultimately a grey area of accountability. This article debates the problems surrounding digital forensic tool usage, evidential reliability and validation.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS1355030617301508%26_version%3D1%26md5%3D1c248eccb9451ce9b3fe91db7432ae66","2018-05-03 19:47:12","32","Science and Justice"
"10733","Penal Monitoring in the United States: Lessons From the American Experience and Prospects For Change","<h3>Abstract</h3>
                  <p>While independent penal monitoring has a history as old as the prison itself, the United States has historically lacked a robust system of monitoring at the federal, state and local level. Studies of the protection of human rights in prisons, and growing experience with robust monitoring systems, like those promoted by the United Nations through the Optional Protocol to the Convention Against Torture (OPCAT) and the Council of Europe highlight the peril for the United States which is not a signatory to OPCAT and has largely failed to create adequate independent systems of monitoring. When practiced routinely monitoring creates conditions that make extreme turns in penal policy less likely and protect human rights in prisons when populist pressures do build. That peril has come to pass as mass incarceration policies have made overcrowding ubiquitous and undiscovered violations of human rights on a mass scale almost inevitable. Instead of routine independent monitoring, the US has relied almost exclusively on judicial decrees, some of which involve independent monitoring. Unfortunately, while courts have great power to order reforms, and have under some conditions produced systemic prison reforms, the adversarial nature of American legalism makes standards based on litigation subject to enforcement resistance by correctional systems. Even this path, however, has been largely foreclosed by the Prison Litigation Reform Act of 1996 (PLRA) which largely cut off prisoner access to the federal courts just as prisons were entering the most perilous phase of overcrowding. Yet it is possible that today the growing human rights crisis in prison and the loss of confidence in correctional leadership to fix those problems is opening up space to place independent penal monitoring at the center of human rights protection in prisons. As the US carceral state enters profound crisis of legitimacy monitoring, in prisons and in analog form across the carceral state institutions, can play a crucial role in making correctional governance both more legitimate and more effective at promoting the human rights of prisoners.</p>","http://link.springer.com/10.1007/s10611-017-9724-0","2018-05-04 01:45:27","31","Crime, Law and Social Change"
"10734","Accumulating (dis)advantage: Do Social Bonds Mediate the Relationship Between Multiple Childhood Adversities and Persistent Offending?","<h3>Abstract</h3>
                  <span>
                    <h3>Purpose</h3>
                    <p>The current study examines how cumulative adversity in childhood is related to both frequency of offending and criminal career length in adulthood. Specifically we examine (1) whether multiple adverse childhood experiences (ACEs) predict criminal career length and frequency of offending, and (2) if the formation of adult bonds mediates the relationship between adversity in childhood with persistent and chronic offending in adulthood.</p>
                  </span>
                  <span>
                    <h3>Methods</h3>
                    <p>Analyses use data on a population of several hundred individuals who have committed numerous violent offenses and have criminal careers of up to 56&nbsp;years in length (<em>N</em>&thinsp;=&thinsp;401). Path analysis was used to estimate the total, indirect, and direct effects of the accumulation of multiple adversities on two key dimensions of a criminal career: career length and frequency of offending.</p>
                  </span>
                  <span>
                    <h3>Results</h3>
                    <p>Results indicate the pathway to frequent offending differs from the pathway to criminal career length. Prosocial bonds did not mediate the relationship between adverse childhood experiences (ACEs) and criminal career length; instead, there was a significant direct effect of ACEs on career length. On the other hand, ACEs were negatively and indirectly related to frequency of offending through the particular bond of employment.</p>
                  </span>
                  <span>
                    <h3>Conclusions</h3>
                    <p>Results suggest that early years are important for initiating trajectories of disadvantage; at the same time our results also demonstrate a role for interventions across the life course. Early interventions that attempt to diminish the impact of negative beginnings as well as interventions that facilitate efforts to build social capital during adulthood may have the ability to redirect trajectories.</p>
                  </span>","http://link.springer.com/10.1007/s40865-018-0083-z","2018-05-04 07:16:24","58","Journal of Developmental and Life-Course Criminology"
"10735","Infatuated With Martyrdom: Female Jihadism From Al Qaeda to the â€œIslamic Stateâ€, By Mohammad Abu Rumman and Hassan Abu Hanieh, Amman, Friedrich Ebert Stiftung, 2017, 456 Pp., Translation By Banan Malkawi. Isbn: 978-9957-484-75-0",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/17539153.2018.1471114?ai=2in&amp;mi=fnpx1z&amp;af=R","2018-05-04 09:00:52","110","Critical Studies on Terrorism"
"10736","Statement of Retraction",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/1068316X.2018.1471182?ai=x3&amp;mi=fnpx1z&amp;af=R","2018-05-04 11:32:01","89","Psychology, Crime and Law"
"10737","Publishersâ€™ Note","Volume 24, Issue 5, June 2018, Page 572-572&lt;br/&gt;. &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/1068316X.2018.1437993?ai=x3&amp;mi=fnpx1z&amp;af=R","2018-05-04 11:32:01","62","Psychology, Crime and Law"
"10739","Enhancing Resilience Among Providers of Trauma-Informed Care: A Curriculum For Protection Against Secondary Traumatic Stress Among Non-Mental Health Professionals",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/10926771.2018.1468373?ai=1ao&amp;mi=fnpx1z&amp;af=R","2018-05-04 15:01:21","52","Journal of Aggression, Maltreatment and Trauma"
"10740","The Romantic Relationship Experiences of Young Adult Women Exposed to Domestic Violence","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","http://journals.sagepub.com/doi/abs/10.1177/0886260518771679?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-05-04 15:31:34","70","Journal of Interpersonal Violence"
"10741","Readiness to Change As A Predictor of Treatment Engagement and Outcome For Partner Violent Men","Journal of Interpersonal Violence, Ahead of Print. &lt;br/&gt;","http://journals.sagepub.com/doi/abs/10.1177/0886260518770188?ai=2b4&amp;mi=ehikzz&amp;af=R","2018-05-04 15:31:34","66","Journal of Interpersonal Violence"
"10742","The United Kingdom and Ireland Association of Forensic Toxicologists Forensic Toxicology Laboratory Guidelines (2018)","Publication date: <pubdate>Available online 4 May 2018</pubdate><br><b>Source:</b>Science &amp;amp; Justice<br>     Author(s): Simon P.   Elliott, Duncan W.S.   Stephen, Sue   Paterson<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">In 2010, the United Kingdom and Ireland Association of Forensic Toxicologists (UKIAFT) created forensic toxicology laboratory guidelines. This represents a revision of those guidelines as a result of the changing toxicological and technical landscape.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS1355030618301424%26_version%3D1%26md5%3D9940197baeb2938e65c5eae7e2e7d310","2018-05-04 19:47:04","34","Science and Justice"
"10743","Decision Support For Using Mobile Rapid Dna Analysis At the Crime Scene","Publication date: <pubdate>Available online 4 May 2018</pubdate><br><b>Source:</b>Science &amp;amp; Justice<br>     Author(s): A.A.   Mapes, R.D.   Stoel, C.J.   de Poot, P.   Vergeer, M.   Huyck<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">Mobile Rapid DNA technology is close to being incorporated into crime scene investigations, with the potential to identify a perpetrator within hours. However, the use of these techniques entails the risk of losing the sample and potential evidence, because the device not only consumes the inserted sample, it is also is less sensitive than traditional technologies used in forensic laboratories. Scene of Crime Officers (SoCOs) therefore will face a &lsquo;time/success rate trade-off&rsquo; issue when making a decision to apply this technology.</simple-para><simple-para view=""all"">In this study we designed and experimentally tested a Decision Support System (DSS) for the use of Rapid DNA technologies based on Rational Decision Theory (RDT). In a vignette study, where SoCOs had to decide on the use of a Rapid DNA analysis device, participating SoCOs were assigned to either the control group (making decisions under standard conditions), the Success Rate (SR) group (making decisions with additional information on DNA success rates of traces), or the DSS group (making decisions supported by introduction to RDT, including information on DNA success rates of traces).</simple-para><simple-para view=""all"">This study provides positive evidence that a systematic approach for decision-making on using Rapid DNA analysis assists SoCOs in the decision to use the rapid device. The results demonstrated that participants using a DSS made different and more transparent decisions on the use of Rapid DNA analysis when different case characteristics were explicitly considered. In the DSS group the decision to apply Rapid DNA analysis was influenced by the factors &ldquo;time pressure&rdquo; and &ldquo;trace characteristics&rdquo; like DNA success rates. In the SR group, the decisions depended solely on the trace characteristics and in the control group the decisions did not show any systematic differences on crime type or trace characteristic.</simple-para><simple-para view=""all"">Guiding complex decisions on the use of Rapid DNA analyses with a DSS could be an important step towards the use of these devices at the crime scene.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS1355030618301412%26_version%3D1%26md5%3D6de38c705c6de846004ad1b6f9828a89","2018-05-04 19:47:04","63","Science and Justice"
"10744","Presidential Address: the Declining Significance of the Literature Review in Criminal Justice Scholarship: Towards A New Paradigm","<h3>Abstract</h3>
                  <p>Literature reviews in criminological and criminal justice journal articles have long served as an integral component in our empirical backyard. In this address I explore the value of the literature review in peer-reviewed research articles. I begin by evaluating the merits of the literature review section in empirically refereed research articles. I propose abandoning the literature review, due to its overall insignificance and best practices from other disciplines. Based on reasons outlined in this speech, I elaborate on the strengths and weaknesses of this somewhat controversial notion in the criminological/criminal justice discipline.</p>","http://link.springer.com/10.1007/s12103-018-9442-x","2018-05-04 20:30:12","49","American Journal of Criminal Justice"
"10745","Violent and Sexual Victimization Among American and Canadian College Students: Who Is More At Risk and Are the Risk Factors Invariant?",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/15388220.2018.1459631?af=R","2018-05-04 23:31:58","62","Journal of School Violence"
"10746","Place-Based Policing: New Directions, New Challenges","Policing: An International Journal, Volume 41, Issue 3, Page 310-313, June 2018. &lt;br/&gt;","https://www.emeraldinsight.com/doi/abs/10.1108/PIJPSM-06-2018-178?af=R","2018-05-05 08:31:55","158","Policing: An International Journal of Police Strategies and Management"
"10747","Apartheid and Post-Apartheid Analysis of Public Confidence in the Police","Policing: An International Journal, Ahead of Print. &lt;br/&gt;  Purpose Given the tumultuous history of policing in South Africa, the historic relationship between the police and the public, and the continuous rising crime rates, it is perplexing that little quantitative research has been conducted on legitimacy and the SAPS. The current study assesses public confidence in police in South Africa by analyzing data from a more than three-decade-old public opinion survey. The purpose of this paper is twofold: first, to examine changes in public confidence since 1981; and second, to determine factors that cause variations in confidence during a given period.   Design/methodology/approach To achieve the objectives, the authors analyzed longitudinal data collected from 1981 to 2014 as part of the world Value Survey program. ANOVA and multivariate regression analyses were conducted.   Findings Findings indicate that confidence in SAPS was highest during the period immediately after apartheid and then dwindled from 1999 onwards. Moreover, race, happiness and education have historically influenced public confidence in the police.   Originality/value These findings provide information that could be useful for transforming the SAPS, especially in developing viable strategies to strengthen the policeâ€™s relationship with citizens. Additionally, the manuscript provides an original contribution to the study of public attitudes toward the police and police legitimacy, especially in a non-western society.","https://www.emeraldinsight.com/doi/abs/10.1108/PIJPSM-06-2017-0074?af=R","2018-05-05 08:31:55","62","Policing: An International Journal of Police Strategies and Management"
"10748","Correspondence to â€œAn Ethnographic Study on the Indonesian Immigrant Community and Its Islamic Radicalization in South Koreaâ€",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/1057610X.2018.1461320?ai=1ab&amp;mi=fnpx1z&amp;af=R","2018-05-05 12:47:23","38","Studies in Conflict and Terrorism"
"10749","From Bondage to Liberation: the Forgiveness Case of Holocaust Survivor Eva Mozes Kor",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/10926771.2018.1468376?ai=1ao&amp;mi=fnpx1z&amp;af=R","2018-05-05 13:01:06","36","Journal of Aggression, Maltreatment and Trauma"
"10750","Who Speaks First? Analyzing Response Waves in A Large-Scale Campus Climate Survey",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/10926771.2018.1468374?ai=1ao&amp;mi=fnpx1z&amp;af=R","2018-05-05 13:01:06","72","Journal of Aggression, Maltreatment and Trauma"
"10751","Moderating Role of Perceived Social Support Between Perceived Parenting Styles and Relational Aggression in Adolescents",". &lt;br/&gt;","https://www.tandfonline.com/doi/full/10.1080/10926771.2018.1468842?ai=1ao&amp;mi=fnpx1z&amp;af=R","2018-05-05 13:01:06","59","Journal of Aggression, Maltreatment and Trauma"
"10752","A Pernicious Cycle: Finding the Pathways From Child Maltreatment to Adolescent Peer Victimization","Publication date: <pubdate>July 2018</pubdate><br><b>Source:</b>Child Abuse &amp;amp; Neglect, Volume 81<br>     Author(s): Dalhee   Yoon, Susan   Yoon, Jiho   Park, Miyoung   Yoon<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">The purpose of this study was to identify the pathways from childhood physical and sexual abuse to adolescent physical and sexual victimization by assessing behavior symptoms (both internalizing and externalizing) and peer popularity as potential mediating variables. The data derive from Longitudinal Studies of Child Abuse and Neglect (LONGSCAN), which tracks the consequences of child abuse and neglect using five study sites across the US. Child physical and sexual abuse was measured at age 12 using self-reports of life-time maltreatment experiences. Internalizing and externalizing symptoms were assessed at age 12 using the Child Behavior Checklist (CBCL). Peer popularity was assessed at age 14 by teachers. Peer victimization was assessed at age 16 using the modified version of the Juvenile Victimization Questionnaire. The results indicated that physical abuse had no direct effect on either physical or sexual peer victimization, whereas sexual abuse had significant direct effect on both physical and sexual victimization. Assessed at age 12, children who had been physically or sexually maltreated were found to have higher levels of internalizing and externalizing symptoms. These increased symptoms are associated with lower peer popularity at age 14, which in turn is associated with greater physical and sexual peer victimization at age 16. The findings suggest that multiple points for interventions may exist to disrupt the cycle of victimization. Early assessment and treatment for externalizing symptoms and for low peer popularity may be helpful in preventing physical peer victimization among adolescents who have been physically and/or sexually abused.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS0145213418301844%26_version%3D1%26md5%3D8ff3e4b9ee4a27d9ee89f0e959d581c2","2018-05-05 17:30:19","49","Child Abuse and Neglect"
"10753","Exploring Detection of Contact Vs. Fantasy Online Sexual Offenders in Chats With Minors: Statistical Discourse Analysis of Self-Disclosure and Emotion Words","Publication date: <pubdate>July 2018</pubdate><br><b>Source:</b>Child Abuse &amp;amp; Neglect, Volume 81<br>     Author(s): Ming Ming   Chiu, Kathryn C.   Seigfried-Spellar, Tatiana R.   Ringenberg<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">This exploratory study is the first to identify content differences between youths&rsquo; online chats with contact child sex offenders (CCSOs; seek to meet with youths) and those with fantasy child sex offenders (FCSOs; do not meet with youths) using statistical discourse analysis (SDA). Past studies suggest that CCSOs share their experiences and emotions with targeted youths (self-disclosure grooming tactic) and encourage them to reciprocate, to build trust and closer relationships through a cycle of self-disclosures. In this study, we examined 36,029 words in 4,353 messages within 107 anonymized online chat sessions by 21 people, specifically 12 youths and 9 arrested sex offenders (5 CCSOs and 4 FCSOs), using SDA. Results showed that CCSOs were more likely than FCSOs to write online messages with specific words (first person pronouns, negative emotions and positive emotions), suggesting the use of self-disclosure grooming tactics. CCSO&rsquo;s self-disclosure messages elicited corresponding self-disclosure messages from their targeted youths. These results suggest that CCSOs use grooming tactics that help engender youths&rsquo; trust to meet in the physical world, but FCSOs do not.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS0145213418301534%26_version%3D1%26md5%3D827caaf4f6cf9b43b27875edfa962b25","2018-05-05 17:30:19","59","Child Abuse and Neglect"
"10754","Comparing Disciplinary Methods Used By Mothers in Palestine and Qatar","Publication date: <pubdate>July 2018</pubdate><br><b>Source:</b>Child Abuse &amp;amp; Neglect, Volume 81<br>     Author(s): Madeeha   Kamal, Samia   Halileh, Soha   Dargham, Khalid A.   Alyafei, Rita   Giacaman, Sawsan   Imseeh, Nehal   Eldeeb, Shiraz   Nasr, Mona   Korayem, Niveen   Abu-Rmeileh, Ziyad   Mahfoud, Hassan   Tawfik, Mohamed H.   Mahmoud, Marcellina   Mian, Margaret A.   Lynch<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">This paper explores child disciplinary methods used by parents in Qatar and Palestine. In this study ICAST-P, an internationally recognized tool, was used with mothers reporting on one of their children up to their 12th birthday. It questions about disciplinary methods: nonviolent; physical: moderate and severe; and psychological methods that had been used in the previous year on the index child in the family. A comparative national cross-sectional household survey of mothers aged 25&ndash;50 years old was conducted in both Qatar and Palestine, both Arabic Muslim states, but with very different socio-economic and political contexts that place Qataris in a much more advantageous position. Our results show that the 1299 Palestinian mothers interviewed were younger, had more children and less education compared to the 1018 Qatari mothers. Fewer mothers from Palestine were working. The index child in Palestine tended to be younger with 60% being under 5 years, while 73.7% of Qatari children were over 5 years of age. Severe physical disciplinary methods were reported significantly more often, in Palestine, e.g. Kicking the child (P value&#8239;&amp;lt;&#8239;0.001), using hand or pillow to prevent breathing (P value&#8239;&amp;lt;&#8239;0.001) and hitting child with object or fist (P value&#8239;&amp;lt;&#8239;0001). Moderate as well as psychological disciplinary methods were also significantly higher among Palestinian mothers (P value&#8239;&amp;lt;&#8239;0.001). Our results suggest that challenging circumstances that Palestinian mothers experience, as compared to their Qatari peers, are associated with greater prevalence of the harsher forms of discipline. Our findings have policy implications and preventative strategies for child maltreatment in both countries.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS0145213418301698%26_version%3D1%26md5%3D4edfbc975c8b881c2e5617d93f661d73","2018-05-05 17:30:19","70","Child Abuse and Neglect"
"10755","Motivational Interviewing For Enhancing Engagement in Intimate Partner Violence (ipv) Treatment: A Review of the Literature","Publication date: <pubdate>Available online 4 May 2018</pubdate><br><b>Source:</b>Aggression and Violent Behavior<br>     Author(s): Sara   Soleymani, Eileen   Britt, Mark   Wallace-Bell<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">Client engagement is an essential component in Intimate Partner Violence (IPV) treatment. Engaged clients are more likely to engage with treatment and report a greater degree of treatment satisfaction. Likewise, enhanced engagement is associated with positive treatment outcomes such as session attendance and homework compliance. Only small effect sizes have been reported for reductions in IPV itself, and treatment engagement has been identified as an important factor in this, with studies reporting high rates of non-attendance and drop-out.</simple-para><simple-para view=""all"">This article reviews research on the efficacy of motivational interviewing (MI) as a pre-treatment intervention to promote treatment engagement for men who have been mandated or self-referred to attend Intimate Partner Violence treatment. Although limited in number (n&#8239;=&#8239;5), these studies revealed a significant improvement in the level of engagement, session attendance and homework compliance following MI. Further research to focus on MI for treatment engagement, specifically, rather than MI for behaviour change is needed.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS1359178917301635%26_version%3D1%26md5%3D5f29350738ca4adf8e0a92495ec617dc","2018-05-06 04:30:14","48","Aggression and Violent Behavior"
"10756","A Systematic Review of the Association Between Rape Myth Acceptance and Male-on-Female Sexual Violence","Publication date: <pubdate>Available online 4 May 2018</pubdate><br><b>Source:</b>Aggression and Violent Behavior<br>     Author(s): Emma J.   Yapp, Ethel   Quayle<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">Rape myth acceptance is considered an established risk factor for male-on-female sexual violence, and is therefore the target of a number of primary prevention programmes. However, there is not a clear evidence base substantiating the role of rape myth acceptance in sexual violence, nor any reviews of recent literature. This review systematically searched relevant Psychology and Social Science databases in Autumn 2016, in order to collate cross-sectional and longitudinal research on the association between rape myth acceptance and self-reported sexual violence. The analysis established associations between these variables in all but one study (Warren, Swan, &amp;amp; Allen, 2015), and two longitudinal studies demonstrated that rape myth acceptance differentiates non-perpetrators from those who go on to exhibit sexual violence behaviours. These findings provide support for the targeting of rape myth acceptance in primary prevention strategies. However, a number of failings within this literature were also identified: instruments used to analyse rape myth acceptance were widely varied; the comprehensiveness of study reporting was universally flawed; measures were rarely taken to ensure participants were heterosexual men; and there remains a dearth of longitudinal evidence, as well as a lack of research outside of the United States. Future directions and other limitations are discussed.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS1359178917303142%26_version%3D1%26md5%3Ddf499f68f5caad07fe0c3f96d76bfabd","2018-05-06 04:30:14","52","Aggression and Violent Behavior"
"10757","Influence of Psychological Contract on Workplace Bullying","Publication date: <pubdate>Available online 4 May 2018</pubdate><br><b>Source:</b>Aggression and Violent Behavior<br>     Author(s): M.   Rajalakshmi, B.   Naresh<br><abstract-sec ns2=""http://webservices.elsevier.com/schemas/search/fast/types/v4"" soapenv=""http://schemas.xmlsoap.org/soap/envelope/"" view=""all""><simple-para view=""all"">A few decades back, organizations were very much targeted towards profit, productivity, performance and turnovers. But now some organizations are only concerned about their employee's well-being and satisfaction for better performance in their organization. In this esteem, researchers and organization are considering various factors which improve their employee satisfaction, employee well-being, employee productivity, employee morale, employee performance, employee behavior and attitude in the work environment. To increase this relationship between employee and employer, many scholars and management are focusing on various areas like, organizational justice, career satisfaction, employee Work Performance, employee and employer relationship in workplace, consequences of psychological contract, and effects of psychological contract on job outcomes and violation of psychological contract.</simple-para><simple-para view=""all"">Based on the many literature, there is a need for research on workplace bullying especially to know its impact is due to psychological contract violation in industries. Various researchers have undergone to know the behavior outcome of workplace bullying in other sectors like hospitality, service, IT Industry, etc. The purpose of this review research is to look at impact of psychological contract on workplace bullying among employees.</simple-para></abstract-sec><br><br>","http://rss.sciencedirect.com/action/redirectFile?&amp;zone=main&amp;currentActivity=feed&amp;usageType=outward&amp;url=http%3A%2F%2Fwww.sciencedirect.com%2Fscience%3F_ob%3DGatewayURL%26_origin%3DIRSSSEARCH%26_method%3DcitationSearch%26_piikey%3DS1359178917303403%26_version%3D1%26md5%3De45ae3156fd2dfbe8575f9f1ac18d295","2018-05-06 04:30:14","56","Aggression and Violent Behavior"
